system,appl_id,fiscal_year,project_num,core_project_num,project_title,award_amount,direct_cost,indirect_cost,project_start_date,project_end_date,award_notice_date,agency_ic_admin,pi_names,org_name,org_city,org_state,project_detail_url,abstract_text
Beaumont Health,10375149,2021,1P20DK127554-01A1,P20DK127554,Michigan Interdisciplinary Center for Urology Research and Education (MI-CURE),327117,235707,91410,2021-09-22T00:00:00,2023-07-31T00:00:00,2021-09-20T00:00:00,National Institute of Diabetes and Digestive and Kidney Diseases,MICHAEL B CHANCELLOR; Bernadette Margaretha Maria Zwaans,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/10375149,"ABSTRACT
 The Michigan Interdisciplinary Center for Urology Research and Education (MI-CURE) seeks
to develop a world-class interdisciplinary research team comprised of scientists, clinicians, biostatisticians,
and engineers to provide comprehensive and innovative approaches in benign urology. As such, we have
brought together exceptional investigators with diverse expertise from Beaumont Hospital/ Oakland
University William Beaumont School of Medicine and Michigan State University.
 The overall purpose of the MI-CURE Exploratory Center is to establish strong research foundations
in bladder physiology, develop an intellectual infrastructure, and expand educational and training
opportunities in benign urology research. Despite decades of research, the mechanisms by which bladder
fullness is sensed are still unknown. A major barrier to developing and testing novel therapies for bladder
dysfunction is our lack of understanding the mechanism of how bladder fullness is sensed. Thus, the overall
goal of this initial project is to understand the basis of pressure sensing and its linkage to afferent nerve
activation during bladder filling, and consequently how bladder remodeling and altered bladder wall
compliance during disease can impact these mechanisms. To address this significant knowledge gap, we
have assembled an interdisciplinary team of experts in physiology, cell biology, fibrosis, neurourology,
statistics, and clinical urology and have recruited a promising new investigator in engineering to benign
genitourinary disease, Dr. Sara Roccabianca. She has unique expertise in soft tissue mechanical
characterization, microstructural quantification, and mathematical modeling of soft tissues movement.
 In addition to the strong benign urology research program using innovative and cutting-edge
approaches, MI-CURE has an exciting Educational Enrichment Program to train and mentor all levels of
adult learners, from high school students to medical students, to help expand and enhance benign urology
research. MI-CURE is co-directed by the established physician-scientist team of Drs. Laura Lamb and
Michael Chancellor, with clear communication and coordination plans in place. Together, MI-CURE will
foster successful collaborations, education initiatives, and innovative research.
 Funding of MI-CURE as a P20 Exploratory Center will allow us to work with the George M. O'Brien
Urology Cooperative Research Centers Program and the KURe and UroEpi career development programs
through joint meetings and conference calls. Our goal is to leverage our collective resources and results
into well-designed, novel projects suitable for submission as future NIH Investigator-Initiated R01s. We
believe that the Michigan Interdisciplinary Center for Urology Research and Education program as a whole
will be greater than the sum of its parts and will contribute to developing talented researchers in benign
genitourinary disorders."
Beaumont Health,10375150,2021,1P20DK127554-01A1,P20DK127554,MI-CURE Admin,234830,171262,63568,2021-09-22T00:00:00,2023-07-31T00:00:00,2021-09-20T00:00:00,National Institute of Diabetes and Digestive and Kidney Diseases,MICHAEL B CHANCELLOR,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/10375150,"ABSTRACT
 The Michigan Interdisciplinary Center for Urology Research and Education (MI-CURE) seeks
to develop a world-class interdisciplinary research team comprised of scientists, clinicians, biostatisticians,
and engineers to provide comprehensive and innovative approaches in benign urology. As such, we have
brought together exceptional investigators with diverse expertise from Beaumont Hospital/ Oakland
University William Beaumont School of Medicine and Michigan State University.
 The overall purpose of the MI-CURE Exploratory Center is to establish strong research foundations
in bladder physiology, develop an intellectual infrastructure, and expand educational and training
opportunities in benign urology research. Despite decades of research, the mechanisms by which bladder
fullness is sensed are still unknown. A major barrier to developing and testing novel therapies for bladder
dysfunction is our lack of understanding the mechanism of how bladder fullness is sensed. Thus, the overall
goal of this initial project is to understand the basis of pressure sensing and its linkage to afferent nerve
activation during bladder filling, and consequently how bladder remodeling and altered bladder wall
compliance during disease can impact these mechanisms. To address this significant knowledge gap, we
have assembled an interdisciplinary team of experts in physiology, cell biology, fibrosis, neurourology,
statistics, and clinical urology and have recruited a promising new investigator in engineering to benign
genitourinary disease, Dr. Sara Roccabianca. She has unique expertise in soft tissue mechanical
characterization, microstructural quantification, and mathematical modeling of soft tissues movement.
 In addition to the strong benign urology research program using innovative and cutting-edge
approaches, MI-CURE has an exciting Educational Enrichment Program to train and mentor all levels of
adult learners, from high school students to medical students, to help expand and enhance benign urology
research. MI-CURE is co-directed by the established physician-scientist team of Drs. Laura Lamb and
Michael Chancellor, with clear communication and coordination plans in place. Together, MI-CURE will
foster successful collaborations, education initiatives, and innovative research.
 Funding of MI-CURE as a P20 Exploratory Center will allow us to work with the George M. O'Brien
Urology Cooperative Research Centers Program and the KURe and UroEpi career development programs
through joint meetings and conference calls. Our goal is to leverage our collective resources and results
into well-designed, novel projects suitable for submission as future NIH Investigator-Initiated R01s. We
strongly believe that the Michigan Interdisciplinary Center for Urology Research and Education program
as a whole will be greater than the sum of its parts and will contribute to developing talented researchers
in benign genitourinary disorders."
Beaumont Health,10375151,2021,1P20DK127554-01A1,P20DK127554,MI-CURE Research Project,92287,64445,27842,2021-09-22T00:00:00,2023-07-31T00:00:00,2021-09-20T00:00:00,National Institute of Diabetes and Digestive and Kidney Diseases,Sara  Roccabianca,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/10375151,"ABSTRACT
 Bladder dysfunction is the costliest lower urinary tract disorder and one of the top three negative
effectors on quality-of-life after stroke and Alzheimerâ€™s Disease. Despite decades of research, the
mechanisms by which bladder fullness is sensed are still unknown. A major barrier to developing and
testing novel therapies for bladder dysfunction is our lack of understanding the mechanism of
how bladder fullness is sensed. Understanding these mechanisms is fundamental to develop improved
therpautics and interventions to maintain and improve bladder function. The overall goal of this project is to
understand the basis of pressure sensing and its linkage to afferent nerve activation during bladder filling.
We propose the novel overarching concept that: (1) localized bladder wall contractions drive afferent
outflow through changes in wall tension; and (2) without sufficient stiffness in the extracellular matrix, these
changes in wall tension cannot occur. In essence, we propose that it is the changes in wall tension â€“ not
the transient contraction itself â€“ that drive afferent outflow during filling. Thus, any change in wall
compliance would have significant effects on the sensation of bladder fullness. This concept focuses solely
on the mechanical properties of the bladder, without speculation as to the role(s) of different cell types
involved in the signaling itself. By first understanding how bladder wall compliance alters sensation, we can
then delve deeper into the mechanisms by which compliance is changed, thereby improving our working
knowledge of bladder dysfunction. The specific aims are: 1) Determine the composition and mechanical
properties of both the decellularized extracellular matrix and the intact urinary bladder; and 2) Elucidate the
relationship between bladder wall stiffness, bladder fullness, and sensory outflow to the CNS.
 To address this significant knowledge gap, we have assembled an interdisciplinary team of experts
in physiology, cell biology, neurourology, statistics, and clinical urology and have recruited a promising new
investigator to benign genitourinary disease, Dr. Sara Roccabianca. Dr. Roccabianca has unique expertise
in soft biological tissue mechanical characterization, microstructural quantification, and mathematical
modeling of soft tissues. This assembled team from Beaumont Health and Michigan State University,
located in close proximity to each other, form the Michigan Interdisciplinary Center for Urologic
Research and Education (MI-CURE). In addition to the strong benign urology research program using
innovatice and cutting-edge approaches, MI-CURE has an exciting Educational Enrichment Program to
train and mentor all levels of adult learners, from high school students to medical students, to help expand
and enhance benign urology research. MI-CURE is co-directed by the established scientist-physician team
of Drs. Lamb and Chancellor, with clear communication and coordination plans in place. Together,
MI-CURE will foster successful collaborations, education initiaives, and innovative research."
Corewell Health,10460164,2022,5UG1CA189860-09,UG1CA189860,Cancer Research Consortium of West Michigan (CRCWM),2190347,1946713,763147,2014-08-08T00:00:00,2025-07-31T00:00:00,2022-08-01T00:00:00,National Cancer Institute,KATHLEEN YOST BUTLER,COREWELL HEALTH,Grand Rapids,MI,https://reporter.nih.gov/project-details/10460164,"PROJECT SUMMARY
The Cancer Research Consortium of West Michigan (CRCWM) is an NCI Community Oncology
Research Program (NCORP) comprised of nine major health systems, a renowned basic
science institute, and a medical school. CRCWM covers the west half of Michigan and cares for
almost 14,000 newly diagnosed cancer patients and their families per year. Formed from two
experienced Community Clinical Oncology Programs (CCOPs) in 2014, CRCWM has a 40+
year history of bringing clinical trials to the community and is a major accruer to NCI studies.
With over 100 oncology physician investigators and a well-established administrative staff,
CRCWM has the ability to enroll patients with cancer diagnoses across the continuum and to
address NCI goals of expanding participation of racial/ethnic minorities and underserved in
clinical trials. This application reiterates our commitment to high-quality research and ongoing
alignment with NCI initiatives.
We are well-positioned to achieve our specific aims for the next NCORP grant cycle which are:
1. To maximize accrual of patients to cancer clinical trials sponsored by the National
 Cancer Institute including priority studies for cancer control/prevention,
 molecular/precision medicine, and imaging.
2. To be strong contributors to Cancer Care Delivery Research (CCDR).
3. To maximize the sharing of NCI scientific findings into clinical care through education
 and engagement of clinical partners and health systems.
4. To address health care disparities experienced by underserved (e.g., rural,
 adolescent/young adult, elderly, minority and underinsured) populations within our
communities.
5. To optimize our contribution to the national scientific research agenda by expanding our
 leadership and committee participation in the National Clinical Trials Network
 (NCTN)/NCORP research bases and the mentoring of young investigators."
Beaumont Health,10491200,2022,5P20DK127554-02,P20DK127554,Michigan Interdisciplinary Center for Urology Research and Education (MI-CURE),294113,342041,94701,2021-09-22T00:00:00,2024-07-31T00:00:00,2022-08-04T00:00:00,National Institute of Diabetes and Digestive and Kidney Diseases,Bernadette Margaretha Maria Zwaans,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/10491200,"ABSTRACT
 The Michigan Interdisciplinary Center for Urology Research and Education (MI-CURE) seeks
to develop a world-class interdisciplinary research team comprised of scientists, clinicians, biostatisticians,
and engineers to provide comprehensive and innovative approaches in benign urology. As such, we have
brought together exceptional investigators with diverse expertise from Beaumont Hospital/ Oakland
University William Beaumont School of Medicine and Michigan State University.
 The overall purpose of the MI-CURE Exploratory Center is to establish strong research foundations
in bladder physiology, develop an intellectual infrastructure, and expand educational and training
opportunities in benign urology research. Despite decades of research, the mechanisms by which bladder
fullness is sensed are still unknown. A major barrier to developing and testing novel therapies for bladder
dysfunction is our lack of understanding the mechanism of how bladder fullness is sensed. Thus, the overall
goal of this initial project is to understand the basis of pressure sensing and its linkage to afferent nerve
activation during bladder filling, and consequently how bladder remodeling and altered bladder wall
compliance during disease can impact these mechanisms. To address this significant knowledge gap, we
have assembled an interdisciplinary team of experts in physiology, cell biology, fibrosis, neurourology,
statistics, and clinical urology and have recruited a promising new investigator in engineering to benign
genitourinary disease, Dr. Sara Roccabianca. She has unique expertise in soft tissue mechanical
characterization, microstructural quantification, and mathematical modeling of soft tissues movement.
 In addition to the strong benign urology research program using innovative and cutting-edge
approaches, MI-CURE has an exciting Educational Enrichment Program to train and mentor all levels of
adult learners, from high school students to medical students, to help expand and enhance benign urology
research. MI-CURE is co-directed by the established physician-scientist team of Drs. Laura Lamb and
Michael Chancellor, with clear communication and coordination plans in place. Together, MI-CURE will
foster successful collaborations, education initiatives, and innovative research.
 Funding of MI-CURE as a P20 Exploratory Center will allow us to work with the George M. O'Brien
Urology Cooperative Research Centers Program and the KURe and UroEpi career development programs
through joint meetings and conference calls. Our goal is to leverage our collective resources and results
into well-designed, novel projects suitable for submission as future NIH Investigator-Initiated R01s. We
believe that the Michigan Interdisciplinary Center for Urology Research and Education program as a whole
will be greater than the sum of its parts and will contribute to developing talented researchers in benign
genitourinary disorders."
Beaumont Health,10491227,2022,5P20DK127554-02,P20DK127554,MI-CURE Admin,316455,244442,72013,2021-09-22T00:00:00,2024-07-31T00:00:00,2022-08-04T00:00:00,National Institute of Diabetes and Digestive and Kidney Diseases,MICHAEL B CHANCELLOR,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/10491227,"ABSTRACT
 The Michigan Interdisciplinary Center for Urology Research and Education (MI-CURE) seeks
to develop a world-class interdisciplinary research team comprised of scientists, clinicians, biostatisticians,
and engineers to provide comprehensive and innovative approaches in benign urology. As such, we have
brought together exceptional investigators with diverse expertise from Beaumont Hospital/ Oakland
University William Beaumont School of Medicine and Michigan State University.
 The overall purpose of the MI-CURE Exploratory Center is to establish strong research foundations
in bladder physiology, develop an intellectual infrastructure, and expand educational and training
opportunities in benign urology research. Despite decades of research, the mechanisms by which bladder
fullness is sensed are still unknown. A major barrier to developing and testing novel therapies for bladder
dysfunction is our lack of understanding the mechanism of how bladder fullness is sensed. Thus, the overall
goal of this initial project is to understand the basis of pressure sensing and its linkage to afferent nerve
activation during bladder filling, and consequently how bladder remodeling and altered bladder wall
compliance during disease can impact these mechanisms. To address this significant knowledge gap, we
have assembled an interdisciplinary team of experts in physiology, cell biology, fibrosis, neurourology,
statistics, and clinical urology and have recruited a promising new investigator in engineering to benign
genitourinary disease, Dr. Sara Roccabianca. She has unique expertise in soft tissue mechanical
characterization, microstructural quantification, and mathematical modeling of soft tissues movement.
 In addition to the strong benign urology research program using innovative and cutting-edge
approaches, MI-CURE has an exciting Educational Enrichment Program to train and mentor all levels of
adult learners, from high school students to medical students, to help expand and enhance benign urology
research. MI-CURE is co-directed by the established physician-scientist team of Drs. Laura Lamb and
Michael Chancellor, with clear communication and coordination plans in place. Together, MI-CURE will
foster successful collaborations, education initiatives, and innovative research.
 Funding of MI-CURE as a P20 Exploratory Center will allow us to work with the George M. O'Brien
Urology Cooperative Research Centers Program and the KURe and UroEpi career development programs
through joint meetings and conference calls. Our goal is to leverage our collective resources and results
into well-designed, novel projects suitable for submission as future NIH Investigator-Initiated R01s. We
strongly believe that the Michigan Interdisciplinary Center for Urology Research and Education program
as a whole will be greater than the sum of its parts and will contribute to developing talented researchers
in benign genitourinary disorders."
Beaumont Health,10491230,2022,5P20DK127554-02,P20DK127554,MI-CURE Research Project,120287,97599,22688,2021-09-22T00:00:00,2024-07-31T00:00:00,2022-08-04T00:00:00,National Institute of Diabetes and Digestive and Kidney Diseases,Sara  Roccabianca,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/10491230,"ABSTRACT
 Bladder dysfunction is the costliest lower urinary tract disorder and one of the top three negative
effectors on quality-of-life after stroke and Alzheimerâ€™s Disease. Despite decades of research, the
mechanisms by which bladder fullness is sensed are still unknown. A major barrier to developing and
testing novel therapies for bladder dysfunction is our lack of understanding the mechanism of
how bladder fullness is sensed. Understanding these mechanisms is fundamental to develop improved
therpautics and interventions to maintain and improve bladder function. The overall goal of this project is to
understand the basis of pressure sensing and its linkage to afferent nerve activation during bladder filling.
We propose the novel overarching concept that: (1) localized bladder wall contractions drive afferent
outflow through changes in wall tension; and (2) without sufficient stiffness in the extracellular matrix, these
changes in wall tension cannot occur. In essence, we propose that it is the changes in wall tension â€“ not
the transient contraction itself â€“ that drive afferent outflow during filling. Thus, any change in wall
compliance would have significant effects on the sensation of bladder fullness. This concept focuses solely
on the mechanical properties of the bladder, without speculation as to the role(s) of different cell types
involved in the signaling itself. By first understanding how bladder wall compliance alters sensation, we can
then delve deeper into the mechanisms by which compliance is changed, thereby improving our working
knowledge of bladder dysfunction. The specific aims are: 1) Determine the composition and mechanical
properties of both the decellularized extracellular matrix and the intact urinary bladder; and 2) Elucidate the
relationship between bladder wall stiffness, bladder fullness, and sensory outflow to the CNS.
 To address this significant knowledge gap, we have assembled an interdisciplinary team of experts
in physiology, cell biology, neurourology, statistics, and clinical urology and have recruited a promising new
investigator to benign genitourinary disease, Dr. Sara Roccabianca. Dr. Roccabianca has unique expertise
in soft biological tissue mechanical characterization, microstructural quantification, and mathematical
modeling of soft tissues. This assembled team from Beaumont Health and Michigan State University,
located in close proximity to each other, form the Michigan Interdisciplinary Center for Urologic
Research and Education (MI-CURE). In addition to the strong benign urology research program using
innovatice and cutting-edge approaches, MI-CURE has an exciting Educational Enrichment Program to
train and mentor all levels of adult learners, from high school students to medical students, to help expand
and enhance benign urology research. MI-CURE is co-directed by the established scientist-physician team
of Drs. Lamb and Chancellor, with clear communication and coordination plans in place. Together,
MI-CURE will foster successful collaborations, education initiaives, and innovative research."
Beaumont Health,10530609,2023,5R01NS110838-04,R01NS110838,Developing therapeutic strategies to elicit metabolic synthetic lethality in glioblastoma,333504,224746,108758,2019-12-01T00:00:00,2024-11-30T00:00:00,2022-12-20T00:00:00,National Institute of Neurological Disorders and Stroke,Prakash  Chinnaiyan,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/10530609,"ABSTRACT
Glioblastoma (GBM) continues to be an invariably fatal malignancy with limited treatment options. Our
laboratory studies tumor metabolism and its potential to serve as a novel therapeutic target. Through a series
of investigations, our group has identified that the diverse tumor ecology implicit in this malignancy contributes
to considerable intratumoral metabolic heterogeneity and dynamic metabolic reprogramming, allowing GBM
cells to adapt and proliferate under diverse, microenvironmental stresses. Specifically, through integrative
cross-platform analyses coupling metabolomics with genomics in patient-derived tumors, we identified
enhanced fatty acid oxidization (FAO) as a metabolic node in GBM driven by a transcriptional program
designed to import and utilize fatty acids from the tumor microenvironment. This metabolic phenotype was
specific to the mesenchymal subtype in GBM and recapitulated in preclinical models. Functional analyses
uncovered specific roles these fatty acids play in gliomagenesis, which are dependent upon nutrient
availability. In a state of glucose deprivation, mesenchymal GBM cells utilize these exogenous fatty acids to
serve as a vital, alternate source of ATP, whereas in nutrient favorable conditions, the intermediary metabolism
of FAO acts as a metabolic cue to drive a transcriptional program supporting cellular proliferation and
mesenchymal differentiation. Accordingly, inhibiting FAO in standard, nutrient rich conditions led to decreased
proliferation, however, robust energetic stress and non-apoptotic cell death was observed in mesenchymal
GBM cells in the context of glucose deprivation. In this application, we propose to extend these promising
findings by defining molecular mechanisms governing enhanced FAO in GBM (Aim 1), delineating the multiple
roles FAO may play in gliomagenesis in the context of this tumorâ€™s diverse tumor ecology (Aim 2), and evaluate
the translational potential for eliciting metabolic synthetic lethality in GBM through energetic stress (Aim 3)."
Beaumont Health,10543179,2023,5R01AI158543-04,R01AI158543,Incorporation of multilevel ontologies of adverse events and vaccines for vaccine safety surveillance,374998,250000,124998,2021-01-11T00:00:00,2025-12-31T00:00:00,2022-12-08T00:00:00,National Institute of Allergy and Infectious Diseases,Lili  Zhao,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/10543179,"Incorporation of multilevel ontologies of adverse events and vaccines
 for vaccine safety surveillance
PROJECT SUMMARY
Vaccines face tougher safety standards than most pharmaceutical products because they are given
to healthy people, often children. Effective and rigorous analyses of post-vaccination adverse events
(AEs) is critical to ensure the safety of vaccines. The Vaccine Adverse Event Reporting System
(VAERS) is a national vaccine safety surveillance program which contains spontaneous reports from
1990 to present. Statistical approaches have been used on VAERS to extract important signals
hidden in this large, complex database and offer a hypothesis-free view of the safety characteristics in
the underlying data. However, existing methods may miss detecting serious AEs due to modeling
under the false assumption of independence between different types of AEs.
In response to the FOA, PA-18-873, this proposal addresses the specific objective:
â€œcreation/evaluation of statistical methodologies for analyzing data on vaccine safety, including data
available from existing data sources such as passive reporting systems or healthcare databases.â€
We propose to develop a series of methods for vaccine safety surveillance while incorporating
adverse event ontology as well as vaccine ontology. Specifically, we will use the Medical Dictionary
for Regulatory Activities (MedDRA) and the vaccine ontology (VO) to form the basis of our models for
systematically mining and monitoring safety signals. To the best of our knowledge, this is the first
attempt to directly incorporate AE and vaccine ontologies in the signal detection method. Multiple AEs
may individually be rare enough to go undetected, but if they are related, they can borrow strength
from each other to increase the chance of being flagged. Furthermore, borrowing strength induces
shrinkage of related AEs, thereby also reducing headline-grabbing false positives. Additionally,
multiple AEs may collectively point to an underlying adverse cause, combined with additional expert
knowledge from the vaccine ontology, such as vaccine components, we will be able to understand the
root cause of different types of AEs.
1"
Beaumont Health,10636699,2023,1R01DK135986-01,R01DK135986,The role of amphiregulin in mediating radiation cystitis in cancer survivors,439160,299931,139229,2023-04-15T00:00:00,2028-02-29T00:00:00,2023-04-12T00:00:00,National Institute of Diabetes and Digestive and Kidney Diseases,Bernadette Margaretha Maria Zwaans,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/10636699,"ABSTRACT
Cancer survivors are a growing population in the United States, though many of them pay a heavy price for
their survivorship status due to long-term side effects from cancer therapies. Radiation cystitis (RC) results
from radiation therapy for pelvic cancers. RC is a debilitating and progressive bladder condition with no
effective therapy that may be life-threatening. Thus, the treatment that killed the cancer, may ultimately kill
the cancer survivor as well. Research in cancer survivorship is highly significant and represent a great
unmet need. This grant proposal is greatly innovative and results from our studies may lead to new
diagnosis and treatment for radiation cystitis.
The PI, Bernadette Zwaans, PhD, completed a successful and productive NIDDK K01 training award. The
KO1 was focused on a systematic research on better understanding of radiation cystitis using SARRP at
the capable and resourceful environment at Beaumont Research Institute. We developed an RC
preclinical model that closely mimics the human condition. In this model, we identified that RC is a biphasic
condition, characterized by urothelial damage in the weeks after radiation therapy (=acute RC), and by
chronic fibrosis, vascular damage, and loss of detrusor muscle in months to years after radiation therapy (=
chronic RC). We have identified Amphiregulin (AREG) to be significantly elevated after radiation therapy,
and to continue to grow in abundance over time. AREG is a member of the epidermal growth factor family
that binds the EGF receptor. It has been implicated in many processes including tissue regeneration,
cancer, tissue fibrosis, and cellular senescence. AREG is present throughout the body but is most
prominently expressed in the bladder urothelium. We hypothesize that AREG mediates radiation-induced
bladder fibrosis and can serve as a potential therapeutic target. We further hypothesize that AREG
can serve as a predictive urine biomarker to identify patients that are at risk for developing chronic
RC.
Our hypothesis will be tested through three specific aims: 1. Determine the expression pattern of AREG
and its importance in maintaining urothelial integrity in normal and irradiated bladder; 2. Determine the role
of AREG in mediating radiation-induced fibrosis; 3. Assess AREG as a predictive biomarker for RC. Given
our experience with RC preclinical models our team is well-suited to successfully complete these aims.
This study is investigating the first potential therapeutic target for RC and its use as a predictive urine
biomarker. The outcomes of our studies can significantly improve the quality of life of many cancer
survivors suffering from severe bladder complications due to radiation therapy. Thus, this study falls within
the mission statement of the NIDDK to improve health and quality of life of cancer survivors."
Corewell Health,10675484,2023,5UG1CA189860-10,UG1CA189860,Cancer Research Consortium of West Michigan (CRCWM),2113756,1798349,770899,2014-08-08T00:00:00,2025-07-31T00:00:00,2023-07-20T00:00:00,National Cancer Institute,KATHLEEN YOST BUTLER,COREWELL HEALTH,Grand Rapids,MI,https://reporter.nih.gov/project-details/10675484,"PROJECT SUMMARY
The Cancer Research Consortium of West Michigan (CRCWM) is an NCI Community Oncology
Research Program (NCORP) comprised of nine major health systems, a renowned basic
science institute, and a medical school. CRCWM covers the west half of Michigan and cares for
almost 14,000 newly diagnosed cancer patients and their families per year. Formed from two
experienced Community Clinical Oncology Programs (CCOPs) in 2014, CRCWM has a 40+
year history of bringing clinical trials to the community and is a major accruer to NCI studies.
With over 100 oncology physician investigators and a well-established administrative staff,
CRCWM has the ability to enroll patients with cancer diagnoses across the continuum and to
address NCI goals of expanding participation of racial/ethnic minorities and underserved in
clinical trials. This application reiterates our commitment to high-quality research and ongoing
alignment with NCI initiatives.
We are well-positioned to achieve our specific aims for the next NCORP grant cycle which are:
1. To maximize accrual of patients to cancer clinical trials sponsored by the National
 Cancer Institute including priority studies for cancer control/prevention,
 molecular/precision medicine, and imaging.
2. To be strong contributors to Cancer Care Delivery Research (CCDR).
3. To maximize the sharing of NCI scientific findings into clinical care through education
 and engagement of clinical partners and health systems.
4. To address health care disparities experienced by underserved (e.g., rural,
 adolescent/young adult, elderly, minority and underinsured) populations within our
communities.
5. To optimize our contribution to the national scientific research agenda by expanding our
 leadership and committee participation in the National Clinical Trials Network
 (NCTN)/NCORP research bases and the mentoring of young investigators."
Beaumont Health,10735763,2023,1R01NS129744-01A1,R01NS129744,Quinolinate-induced immune suppression in glioblastoma,380000,250000,130000,2023-08-15T00:00:00,2028-07-31T00:00:00,2023-08-11T00:00:00,National Institute of Neurological Disorders and Stroke,Prakash  Chinnaiyan,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/10735763,"ABSTRACT
Recent advancements using immune checkpoint inhibitors designed to target tumor-mediated
immune tolerance have revolutionized cancer therapy. Unfortunately, these clinical successes
have not translated to glioblastoma (GBM), which continues to be an invariably fatal malignancy
with limited treatment options. One of the leading thoughts in the field explaining this lack of
clinical benefit in GBM is that these agents are acting upon the wrong target. Tumor-associated
macrophages (TAMs) appear to represent the primary immune cells contributing towards the
immune suppressive microenvironment in GBM, vastly outnumbering T cell infiltration. Hence,
there is considerable interest in developing therapeutic strategies designed to target M2 TAMs or
revert their polarization to enhance antitumor immunity. We discovered the accumulation of
quinolinate (QA), a downstream intermediate of tryptophan metabolism, as a previously
undescribed metabolic node in GBM. Through a series of investigations, we went on to
demonstrate the potent ability of QA to sculpt the GBM immune landscape by polarizing
macrophages towards the immune suppressive M2 phenotype. Potent anti-tumor activity was
observed when tested in GBM lines grown intracranially, supporting the therapeutic potential of
targeting QA metabolism in GBM. In this proposal, we now seek to define mechanisms
contributing towards QA-mediated macrophage polarization (Aim 1), extend studies evaluating
the immunologic/metabolic consequence of targeting QA in GBM (Aim 2), and identify rational
combinatorial strategies designed to exploit inhibition of QA-induced immune suppression (Aim
3). If successful, these results would offer a previously unrecognized window into the complex
metabolic interplay between tumor and immune cells in the GBM microenvironment, its functional
consequence on immune suppression, and framework for the identification of novel therapeutic
strategies in this aggressive malignancy with limited treatment options."
Beaumont Health,10750955,2024,5R01AI158543-05,R01AI158543,Incorporation of multilevel ontologies of adverse events and vaccines for vaccine safety surveillance,374998,250000,124998,2021-01-11T00:00:00,2024-07-31T00:00:00,2023-12-13T00:00:00,National Institute of Allergy and Infectious Diseases,Lili  Zhao,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/10750955,"Incorporation of multilevel ontologies of adverse events and vaccines
 for vaccine safety surveillance
PROJECT SUMMARY
Vaccines face tougher safety standards than most pharmaceutical products because they are given
to healthy people, often children. Effective and rigorous analyses of post-vaccination adverse events
(AEs) is critical to ensure the safety of vaccines. The Vaccine Adverse Event Reporting System
(VAERS) is a national vaccine safety surveillance program which contains spontaneous reports from
1990 to present. Statistical approaches have been used on VAERS to extract important signals
hidden in this large, complex database and offer a hypothesis-free view of the safety characteristics in
the underlying data. However, existing methods may miss detecting serious AEs due to modeling
under the false assumption of independence between different types of AEs.
In response to the FOA, PA-18-873, this proposal addresses the specific objective:
â€œcreation/evaluation of statistical methodologies for analyzing data on vaccine safety, including data
available from existing data sources such as passive reporting systems or healthcare databases.â€
We propose to develop a series of methods for vaccine safety surveillance while incorporating
adverse event ontology as well as vaccine ontology. Specifically, we will use the Medical Dictionary
for Regulatory Activities (MedDRA) and the vaccine ontology (VO) to form the basis of our models for
systematically mining and monitoring safety signals. To the best of our knowledge, this is the first
attempt to directly incorporate AE and vaccine ontologies in the signal detection method. Multiple AEs
may individually be rare enough to go undetected, but if they are related, they can borrow strength
from each other to increase the chance of being flagged. Furthermore, borrowing strength induces
shrinkage of related AEs, thereby also reducing headline-grabbing false positives. Additionally,
multiple AEs may collectively point to an underlying adverse cause, combined with additional expert
knowledge from the vaccine ontology, such as vaccine components, we will be able to understand the
root cause of different types of AEs.
1"
